"No.","Time","Source","Destination","Protocol","Length","DateTime"
"6393","1540492658.728866","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:37:38.728866"
"6403","1540492688.657549","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:38:08.657549"
"6408","1540492718.728898","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:38:38.728898"
"6418","1540492748.808996","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:39:08.808996"
"6422","1540492778.889344","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:39:38.889344"
"6432","1540492808.815301","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:40:08.815301"
"6437","1540492838.889174","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:40:38.889174"
"6447","1540492868.969290","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:41:08.969290"
"6457","1540492899.049158","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:41:39.049158"
"6461","1540492928.951626","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:42:08.951626"
"6472","1540492958.969527","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:42:38.969527"
"6476","1540492989.049141","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:43:09.049141"
"6486","1540493019.129258","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:43:39.129258"
"6490","1540493048.086260","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:44:08.086260"
"6501","1540493078.170123","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:44:38.170123"
"6511","1540493108.249250","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:45:08.249250"
"6515","1540493138.329345","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:45:38.329345"
"6525","1540493168.223322","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:46:08.223322"
"6530","1540493198.329407","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:46:38.329407"
"6540","1540493228.409268","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:47:08.409268"
"6544","1540493236.806742","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 18:47:16.806742"
"6546","1540493236.808980","2.16.60.139","192.168.1.132","TCP","66","2018-10-25 18:47:16.808980"
"6549","1540493236.810978","2.16.60.139","192.168.1.132","TCP","60","2018-10-25 18:47:16.810978"
"6554","1540493258.489377","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:47:38.489377"
"6564","1540493288.359354","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:48:08.359354"
"6575","1540493318.409482","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:48:38.409482"
"6579","1540493348.489341","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:49:08.489341"
"6589","1540493378.569448","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:49:38.569448"
"6593","1540493408.497144","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:50:08.497144"
"6604","1540493438.569756","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:50:38.569756"
"6614","1540493468.650115","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:51:08.650115"
"6618","1540493498.729724","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:51:38.729724"
"6628","1540493528.633930","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:52:08.633930"
"6633","1540493558.729529","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:52:38.729529"
"6643","1540493588.809635","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:53:08.809635"
"6647","1540493618.889741","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:53:38.889741"
"6657","1540493648.769962","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:54:08.769962"
"6668","1540493678.809589","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:54:38.809589"
"6672","1540493708.890195","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:55:08.890195"
"6682","1540493738.969551","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:55:38.969551"
"6686","1540493768.926976","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:56:08.926976"
"6697","1540493798.969603","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:56:38.969603"
"6699","1540493829.049707","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:57:09.049707"
"6709","1540493859.129563","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:57:39.129563"
"6719","1540493888.062323","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 18:58:08.062323"
"6722","1540493918.169667","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:58:38.169667"
"6732","1540493948.249767","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:59:08.249767"
"6736","1540493978.329624","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 18:59:38.329624"
"6746","1540494008.199098","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:00:08.199098"
"6749","1540494038.249721","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:00:38.249721"
"6759","1540494068.329824","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:01:08.329824"
"6769","1540494098.409680","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:01:38.409680"
"6773","1540494124.917331","192.168.1.1","192.168.1.132","DNS","221","2018-10-25 19:02:04.917331"
"6775","1540494124.921819","192.168.1.1","192.168.1.132","DNS","484","2018-10-25 19:02:04.921819"
"6790","1540494125.013513","192.168.1.1","192.168.1.132","DNS","142","2018-10-25 19:02:05.013513"
"6792","1540494125.014513","192.168.1.1","192.168.1.132","DNS","174","2018-10-25 19:02:05.014513"
"6808","1540494128.333873","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:02:08.333873"
"6811","1540494137.012687","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 19:02:17.012687"
"6813","1540494137.014922","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 19:02:17.014922"
"6816","1540494137.016671","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 19:02:17.016671"
"6817","1540494137.016676","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 19:02:17.016676"
"6826","1540494158.409728","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:02:38.409728"
"6830","1540494188.490081","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:03:08.490081"
"6840","1540494218.569686","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:03:38.569686"
"6850","1540494248.471391","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:04:08.471391"
"6853","1540494278.489780","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:04:38.489780"
"6863","1540494308.569634","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:05:08.569634"
"6867","1540494338.649989","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:05:38.649989"
"6877","1540494368.611161","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:06:08.611161"
"6880","1540494398.649789","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:06:38.649789"
"6890","1540494428.729893","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:07:08.729893"
"6900","1540494458.809749","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:07:38.809749"
"6904","1540494488.748684","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:08:08.748684"
"6913","1540494518.809813","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:08:38.809813"
"6917","1540494548.889652","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:09:08.889652"
"6927","1540494578.970020","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:09:38.970020"
"6931","1540494608.903698","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:10:08.903698"
"6940","1540494638.970304","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:10:38.970304"
"6950","1540494669.049907","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:11:09.049907"
"6954","1540494699.130011","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:11:39.130011"
"6964","1540494728.038782","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:12:08.038782"
"6967","1540494758.089901","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:12:38.089901"
"6977","1540494788.169760","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:13:08.169760"
"6981","1540494818.249861","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:13:38.249861"
"6991","1540494848.175067","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:14:08.175067"
"7002","1540494878.249933","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:14:38.249933"
"7006","1540494908.330049","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:15:08.330049"
"7016","1540494938.409918","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:15:38.409918"
"7020","1540494968.311136","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:16:08.311136"
"7031","1540494998.330035","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:16:38.330035"
"7039","1540495028.409902","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:17:08.409902"
"7043","1540495037.065472","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 19:17:17.065472"
"7045","1540495037.067466","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 19:17:17.067466"
"7048","1540495037.069215","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 19:17:17.069215"
"7053","1540495058.490015","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:17:38.490015"
"7061","1540495088.447947","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:18:08.447947"
"7066","1540495118.539801","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:18:38.539801"
"7074","1540495148.570191","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:19:08.570191"
"7078","1540495178.650053","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:19:38.650053"
"7088","1540495208.587495","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:20:08.587495"
"7097","1540495238.650116","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:20:38.650116"
"7101","1540495268.730727","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:21:08.730727"
"7111","1540495298.810338","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:21:38.810338"
"7115","1540495328.725043","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:22:08.725043"
"7124","1540495358.810151","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:22:38.810151"
"7128","1540495388.890260","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:23:08.890260"
"7138","1540495418.970371","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:23:38.970371"
"7148","1540495448.878094","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:24:08.878094"
"7151","1540495478.970432","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:24:38.970432"
"7161","1540495509.050305","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:25:09.050305"
"7165","1540495539.130397","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:25:39.130397"
"7175","1540495569.014883","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:26:09.014883"
"7178","1540495592.817572","216.239.35.0","192.168.1.132","NTP","90","2018-10-25 19:26:32.817572"
"7188","1540495599.130454","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:26:39.130454"
"7190","1540495629.210312","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:27:09.210312"
"7200","1540495659.290419","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:27:39.290419"
"7204","1540495688.151222","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:28:08.151222"
"7215","1540495718.170370","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:28:38.170370"
"7219","1540495731.933521","216.239.35.8","192.168.1.132","NTP","90","2018-10-25 19:28:51.933521"
"7223","1540495748.250222","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:29:08.250222"
"7233","1540495778.330331","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:29:38.330331"
"7243","1540495808.286509","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:30:08.286509"
"7248","1540495838.330387","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:30:38.330387"
"7258","1540495868.410244","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:31:08.410244"
"7262","1540495898.490354","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:31:38.490354"
"7272","1540495928.148211","216.239.35.4","192.168.1.132","NTP","90","2018-10-25 19:32:08.148211"
"7274","1540495928.424543","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:32:08.424543"
"7277","1540495937.185571","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 19:32:17.185571"
"7279","1540495937.187549","2.16.60.82","192.168.1.132","TCP","66","2018-10-25 19:32:17.187549"
"7284","1540495937.189546","2.16.60.82","192.168.1.132","TCP","60","2018-10-25 19:32:17.189546"
"7289","1540495958.490411","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:32:38.490411"
"7297","1540495988.570265","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:33:08.570265"
"7307","1540496018.650386","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:33:38.650386"
"7311","1540496048.560325","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:34:08.560325"
"7320","1540496078.650425","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:34:38.650425"
"7324","1540496108.730281","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:35:08.730281"
"7334","1540496138.810387","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:35:38.810387"
"7338","1540496168.697104","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:36:08.697104"
"7347","1540496198.810441","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:36:38.810441"
"7357","1540496228.890297","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:37:08.890297"
"7361","1540496258.970405","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:37:38.970405"
"7371","1540496288.851874","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:38:08.851874"
"7374","1540496318.970208","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:38:38.970208"
"7384","1540496349.050315","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:39:09.050315"
"7394","1540496379.130172","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:39:39.130172"
"7398","1540496407.516512","216.239.35.12","192.168.1.132","NTP","90","2018-10-25 19:40:07.516512"
"7400","1540496408.988921","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:40:08.988921"
"7411","1540496439.050272","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:40:39.050272"
"7415","1540496469.130128","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:41:09.130128"
"7425","1540496499.210235","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:41:39.210235"
"7429","1540496528.122757","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:42:08.122757"
"7440","1540496558.170386","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:42:38.170386"
"7450","1540496588.250235","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:43:08.250235"
"7454","1540496618.330092","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:43:38.330092"
"7464","1540496648.261282","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:44:08.261282"
"7469","1540496678.330394","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:44:38.330394"
"7479","1540496708.410252","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:45:08.410252"
"7483","1540496738.490356","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:45:38.490356"
"7493","1540496768.397313","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:46:08.397313"
"7504","1540496798.490410","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:46:38.490410"
"7508","1540496828.570018","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:47:08.570018"
"7512","1540496837.244076","192.168.1.1","192.168.1.132","DNS","339","2018-10-25 19:47:17.244076"
"7514","1540496837.246070","2.16.60.139","192.168.1.132","TCP","66","2018-10-25 19:47:17.246070"
"7517","1540496837.247819","2.16.60.139","192.168.1.132","TCP","60","2018-10-25 19:47:17.247819"
"7528","1540496858.650124","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:47:38.650124"
"7530","1540496888.536132","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:48:08.536132"
"7541","1540496918.650542","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:48:38.650542"
"7545","1540496948.730468","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:49:08.730468"
"7555","1540496978.810643","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:49:38.810643"
"7565","1540497008.672934","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:50:08.672934"
"7570","1540497038.730613","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:50:38.730613"
"7580","1540497068.838511","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:51:08.838511"
"7584","1540497098.890685","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:51:38.890685"
"7594","1540497128.830924","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:52:08.830924"
"7603","1540497158.891089","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:52:38.891089"
"7607","1540497188.970994","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:53:08.970994"
"7617","1540497219.051144","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:53:39.051144"
"7621","1540497248.966887","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:54:08.966887"
"7632","1540497279.050782","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:54:39.050782"
"7636","1540497309.130928","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:55:09.130928"
"7646","1540497339.211074","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:55:39.211074"
"7656","1540497368.101891","104.155.18.91","192.168.1.132","TLSv1.2","89","2018-10-25 19:56:08.101891"
"7661","1540497398.171294","104.155.18.91","192.168.1.132","TCP","60","2018-10-25 19:56:38.171294"
